2026-04-02 14:32:14.055 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51354)
2026-04-02 14:32:14.055 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51357)
2026-04-02 14:32:14.056 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51355)
2026-04-02 14:32:14.057 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51358)
2026-04-02 14:32:14.058 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51356)
2026-04-02 14:32:14.065 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9002
2026-04-02 14:32:14.065 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9001
2026-04-02 14:32:14.066 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9002
2026-04-02 14:32:14.066 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9001
2026-04-02 14:32:14.066 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9001
2026-04-02 14:32:14.672 | INFO     | upstream_pool:_try_acquire:106 - Created new upstream connection to 127.0.0.1:9002
2026-04-02 14:32:29.055 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51367)
2026-04-02 14:32:29.055 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51366)
2026-04-02 14:32:30.107 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51368)
2026-04-02 14:32:31.160 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51369)
2026-04-02 14:32:31.278 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51370)
2026-04-02 14:32:32.213 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51371)
2026-04-02 14:32:33.265 | INFO     | client_handler:handle_client:211 - Start serving ('127.0.0.1', 51372)
